PWIBB2m7I7U_000090,"playing violin, fiddle"
BPIAQNuqwXM_000183,airplane flyby
Cla8Wc79sXE_000006,elephant trumpeting
qnHwILjKhGE_000083,francolin calling
37gZHVr5slo_000030,dog bow-wow
Ojv41JzqSxw_000218,tapping guitar
YbqrUVS_t0o_000022,playing table tennis
BybqSDG9YwM_000020,"engine accelerating, revving, vroom"
EgyGnCOcsT8_000134,playing theremin
rJ1szABLyIg_000030,"pigeon, dove cooing"
_t1_-7gPxTM_000056,playing erhu
xL0gspjr8-U_000011,cricket chirping
JftnNdNmztQ_000025,people booing
ZF2-TE7PXzA_000106,black capped chickadee calling
IWWXTGVLmms_000047,playing table tennis
znzsuBt8elw_000894,forging swords
3WUPN1NrzlI_000030,car engine starting
W4UHmlMz0kg_000030,"playing violin, fiddle"
dMyX4qR5IOg_000008,train wheels squealing
o_MQCKiqzH4_000442,tractor digging
PkSnLg3JnJw_000000,cricket chirping
Sv6NDrcwDGw_000014,goat bleating
UbbA-G-VxJk_000018,bird squawking
gPgGgNekeUk_000010,playing saxophone
exarjxEgXi0_000030,turkey gobbling
iEsyw6Qtf7g_000000,vacuum cleaner cleaning floors
7E_U1xyK7Gw_000109,playing theremin
VrfLo3s9LOg_001237,lip smacking
A8TdaNgMVsU_000160,tapping guitar
wrqgJI7mMRI_000049,sea lion barking
yI9J0Bv5CwQ_000030,playing french horn
q-YakMfsfo8_000087,vacuum cleaner cleaning floors
9AwX3UTEm28_000144,vacuum cleaner cleaning floors
1FVru-IRbKc_000050,fireworks banging
awtHw0rv1Cg_000611,woodpecker pecking tree
rV4YJwRStKI_000092,playing harmonica
NCcI7lDBUKY_000120,"male speech, man speaking"
2kp2jBmHjlY_000001,dog growling
I2TerLINT5I_000030,chainsawing trees
j-6k8HF2s_Y_000012,singing bowl
crGNAluhrx8_000080,playing bass drum
yfbU3QyKMQw_000175,playing zither
wQn5VuEq3Gw_000137,playing gong
BK6-3kej65g_000030,"female speech, woman speaking"
-qZNKe0VMcU_000126,elk bugling
fuCZDUb7w78_000001,playing saxophone
M7XwJdPHQAs_000209,lathe spinning
6g4-3jXh5Ds_000030,playing harpsichord
8SsqNY0_dHM_000024,chicken crowing
SFDnHCa7a8o_000030,playing trumpet
KcG1Y4hMU-Y_000126,baby laughter
gWzN4fY-1Qw_000190,"bird chirping, tweeting"
YDicolLg170_000038,mynah bird singing
oxkdT70WYxg_000143,vacuum cleaner cleaning floors
POo_y8hQb6Y_000010,playing tambourine
QWx-x0X0pDI_000009,tractor digging
YROgugSQuYs_000000,whale calling
_CcKbYDgILc_000034,playing bongo
9xUjxsZpWCU_000030,playing harpsichord
HZsViW29xXI_000000,woodpecker pecking tree
HNHaIkaFlsY_000030,playing cymbal
JHo-FOlfzAQ_000008,tractor digging
RQ95RtzIBYc_000025,airplane
QksojJ_pLwU_000019,woodpecker pecking tree
tTGSnwqrU1Q_000001,playing glockenspiel
JPz6Y0TXHzw_000015,fire truck siren
Q0Wl_S9GfQU_000030,car passing by
yd4Xu9bSWVQ_000022,playing ukulele
ycA7Vdtb6us_000639,lathe spinning
eGOGPL8TMfU_000117,playing cornet
0tOG8NWvWro_000030,driving buses
9FBnZ3oy8Ck_000410,vacuum cleaner cleaning floors
PB0QyShvqAg_000011,wood thrush calling
crNVefHajik_000004,people whistling
L3Rmj0VZ63o_000121,playing bass drum
3Wx6gNv5avE_000132,singing bowl
aiM_bHlebiE_000341,playing cornet
NVBxLXyleyQ_000030,"bird chirping, tweeting"
ZLq1xMr_eBQ_001715,car passing by
mcG8PZ3puRU_000113,playing gong
6-WxHsmNta8_000000,chainsawing trees
1bL3WjgZAOQ_000107,playing harpsichord
H2A-2UyvWas_000100,playing harpsichord
qBf27IrT8bw_000030,horse clip-clop
QF40Llnwruk_000030,chicken crowing
ntfucqPJaIQ_000373,lathe spinning
LswfuqVxaK8_000030,"playing violin, fiddle"
wMquwKJcVr4_000249,playing harpsichord
FuKMLXvOB2c_000724,tapping guitar
AxKwaIiLX44_000265,wood thrush calling
CxkXUBOBY_A_000030,"male speech, man speaking"
si7TjSMmnfg_000210,using sewing machines
KxZ-9MdAWvc_000090,playing electronic organ
Su7irWb0rbA_000053,lathe spinning
WksTapG3DRs_000100,"bird chirping, tweeting"
Vamjdt2Bj5U_000006,playing glockenspiel
QXeSMGXsALw_000069,mynah bird singing
1ZCXAMdjZ7Q_000023,reversing beeps
nFDTgfFMe7g_000062,popping popcorn
F6AryXEhyGE_000215,people slurping
Tl6u7GYHRno_000051,woodpecker pecking tree
S0G7_QfDprc_000057,playing theremin
V4PIGZRv-qA_000219,wood thrush calling
7jVlMw2P5KA_000030,playing bass drum
qt_OUc9yAfQ_000020,people whispering
9WThpb2gQ6U_000030,"pigeon, dove cooing"
N6uWUJFs470_000000,baltimore oriole calling
P4szbdqM5rI_000040,mynah bird singing
yw_qfaEFUfE_000111,skateboarding
zWfWPpMXkGo_000036,eagle screaming
gvk9emKdy08_000185,playing congas
33sPlbCKD1I_000230,playing bass drum
BetrCxPW2_g_000092,playing trumpet
EwnRAVtfomw_000015,wood thrush calling
JJt3Sw71VsY_000000,lawn mowing
e2B1ZrvhNpg_000151,people booing
njOpsO2J0vE_000051,playing harmonica
7mPfOA21_UQ_000020,baby laughter
iW8lDIQLSgY_000015,playing bass drum
2BCkoZb2gxE_000020,female singing
KlsG1EnBEjc_000310,"electric shaver, electric razor shaving"
TemmsrvhbwA_000070,cat caterwauling
ffOaFS3XWtA_000000,car engine starting
9VlSFTX5qkE_000517,chainsawing trees
u8gEBVt0xdk_000068,people sneezing
1hVUM9LtJR8_000001,"fly, housefly buzzing"
9C9ZvXCkugI_000060,"bird chirping, tweeting"
xPsskbdP-gQ_000030,opening or closing drawers
Vvdyo61aibs_000016,playing theremin
Fu7fBWaC17I_000070,female singing
p4tUWovHc14_000030,chicken crowing
5eOhd6g0Kxw_000030,baby laughter
P4Lgf1cNKWE_000030,people whispering
QoEpMGRrqk0_000013,vacuum cleaner cleaning floors
Hq0FJIKLitI_000030,horse clip-clop
YGp4uNQraXI_000270,chicken crowing
ymgnuCg9OkM_000010,people sneezing
72mJdfvCa64_000006,wood thrush calling
JsXyqBLUVIM_000020,playing saxophone
SzfGLLlxjJ0_000030,playing piano
JplLGOopyXU_000079,playing tambourine
027CF7KLoRs_000079,tractor digging
Di1F8GUvEtg_000030,"playing violin, fiddle"
N57g-LU1Di0_000200,playing bongo
rpLURuG85zU_000299,tractor digging
41SPp4NPD6s_000003,wind chime
NEwNAdDot-A_000109,cricket chirping
Z7UwKMmjyoE_000145,cheetah chirrup
d-UQr-8UEUY_000000,playing saxophone
TosAt5fGn4E_000042,chimpanzee pant-hooting
WVMqRLTfKhg_000070,ocean burbling
PEYqNWH8ZQY_000000,fireworks banging
BfhmyBlKMlc_000480,"female speech, woman speaking"
91NkSJ9xG_g_000005,people whistling
Znq_5qsq_Wc_000028,wind chime
T2UqyNgtgn8_000438,airplane
uLcZif9lFUI_000060,train wheels squealing
T7-uNwZvyak_000060,fireworks banging
drdKm7wie4k_000012,playing tambourine
LxgeZ0hjfsk_000003,police car (siren)
WEN64DozZy8_000046,playing zither
FqyeKXpzkb4_000070,vacuum cleaner cleaning floors
-llgwnyLB_c_000030,car passing by
u5SM0Ze623M_000287,train wheels squealing
dxLMK4Xm2xc_000015,sea lion barking
hH8dI962Iqg_000027,playing harpsichord
inmc0k7Q-g8_000024,playing gong
zoK3H42HCu8_000033,vacuum cleaner cleaning floors
Jlm5SaWnBWw_000149,playing theremin
JWLGSnZPYcw_000031,playing erhu
lDTiKYPRo0A_000000,playing ukulele
DBUTIL4CLzA_000000,people hiccup
6lsUCQYkAQg_000220,playing ukulele
b4Bu0AHwBWs_000134,woodpecker pecking tree
7YCc2jtJ55Y_000022,playing trumpet
RM4Kawctw68_000043,skateboarding
-7iI6_7PSDA_000030,"playing violin, fiddle"
8AScI4hJo7g_000052,dog growling
FYpqKaKmtfU_000030,"playing violin, fiddle"
tRDENaG38Co_000030,playing harpsichord
9Mws7peFOFg_000010,playing piano
U12VQuuc6ME_000689,people whispering
nowY2-6reIk_000030,"pigeon, dove cooing"
Qi3jbIgNaQ8_000196,playing cymbal
FKX5QaJ9xoU_000130,"playing violin, fiddle"
npWRooZqtpU_000001,mynah bird singing
YoqABYR1C6U_000067,playing hammond organ
wR6rZYU8fVc_000036,playing glockenspiel
yzlfLI6LEcg_000020,ocean burbling
ji5Qc2Bdbss_000140,playing trumpet
K8DtJ9tUKnQ_000000,tapping guitar
z4xPW-_gFyo_000071,lathe spinning
bezUdnkWlSs_000004,chicken crowing
HePIWl6hQ4s_000001,bull bellowing
lnouwu8AszI_000022,people battle cry
iOXQGXLzvAs_000271,playing cymbal
VZxjI_QsJvE_000051,child singing
nwsW-Ou1yUw_000030,"pigeon, dove cooing"
1B0QuxFwmDI_000030,female singing
6jyYV7Glg_8_000000,female singing
0BtUy7BUbvE_000030,female singing
_BYUk_aYgKs_000092,mynah bird singing
-ZYx1f4ZY9k_000030,female singing
dPWD0ftbkFc_000457,wood thrush calling
r_4NilFcT9o_000192,woodpecker pecking tree
M_coh6fUFLo_000002,goat bleating
-Ns61v6GYts_000039,woodpecker pecking tree
8aq_di5jbdk_000065,skateboarding
bwGhwoVEiV0_000007,fire truck siren
0SLli-eh_Dw_000030,"male speech, man speaking"
8X-kgOn5G6Q_000001,airplane flyby
ECdqrJFTLDM_000236,playing table tennis
JYF1KLhFfuI_000011,penguins braying
vGoZfiWep1Q_000069,horse clip-clop
SBmAZHb98Us_000070,wind chime
TY5ei6WNyt0_000137,people hiccup
ces9pc_r6Wo_000036,child singing
Oxuqcl2H2Qw_000216,playing hammond organ
MgljU8wtp_Q_000099,playing table tennis
Q4GxLaISE5k_000126,coyote howling
spmT_T3-55o_000437,lawn mowing
xE5-wf8x3lQ_000056,playing french horn
Q_Jids6Q_RI_000007,dog growling
ltNCrwz9TxA_000001,cuckoo bird calling
HHhUUkFV8S0_000126,airplane flyby
GA5wmYbAN-0_000096,sea lion barking
-zFd7lYqvr0_000268,playing erhu
QZh5D674s8Y_000210,playing glockenspiel
-33dtHMQ38I_000449,playing theremin
hRmha8cS7JU_000000,airplane
AMcWA1DrSfk_000030,police car (siren)
ulh27C6vtKg_000150,playing harpsichord
TjKoLe6ZHGk_000010,fireworks banging
IRQXN_rcmOk_000114,"electric shaver, electric razor shaving"
gT5L0si16GU_000002,vacuum cleaner cleaning floors
bR7lZwf_y1s_000198,playing hammond organ
HwGmycZFB9c_000030,playing electronic organ
b1cpyABXKXY_000282,playing bongo
SPY_KBOKQmQ_000503,playing erhu
QvU_DYWy9Cg_000008,playing steelpan
0xbnKT0lTZY_000007,police car (siren)
RQdSNk4ASCo_000410,"railroad car, train wagon"
BKkBDoA1lF8_000010,playing hammond organ
Sezm3jxJgVE_000000,fireworks banging
r1jqySH-G10_000239,playing ukulele
0psseoagf9E_000045,playing cymbal
d-A5Fsny-IY_000043,playing harpsichord
vdmUp-AyzLc_000180,"railroad car, train wagon"
kUVDACktgeo_000140,ocean burbling
2APNz9VMWDw_000250,playing hammond organ
AUK2TTCLr2c_000170,playing hammond organ
QduD0WW_aA0_000277,typing on computer keyboard
9JPuIJx6z4s_000030,dog bow-wow
a2tBnqMWBEU_000060,female singing
_evex4Vvaxo_000070,chicken crowing
nMHijogvvQo_000038,francolin calling
elHe7ZMWUK4_000088,otter growling
iMfSp9rsA_I_000010,people hiccup
k40EMMMdhJo_000146,playing hammond organ
xrUFZ13C3Q8_000130,ocean burbling
gYVZTLuhy1w_000000,people hiccup
71jm_kaOO08_000030,police car (siren)
hornh-NQBHY_000240,lawn mowing
orSIhYAI3VI_000234,elk bugling
nXdHJhuk2-I_000121,tractor digging
6UsLwolUFmQ_000001,coyote howling
1oyCMW-Uq5A_000030,child singing
SKVkkt-yDCU_000027,"electric shaver, electric razor shaving"
As7S-kLuNPg_000112,coyote howling
OlrjbY8qQpg_000072,reversing beeps
Y0x_pHbcXZg_000251,airplane flyby
4cHXdVw2-90_000317,playing harmonica
yUc6dXUZrXM_000010,playing bass drum
zBUc-RoSCMY_000202,playing bongo
NoAAEnMyaA4_000250,playing trumpet
qXFgtkhWLgM_000076,child singing
rl1PnyPqVG0_000009,"bird chirping, tweeting"
4NV9qjhae3E_000030,"female speech, woman speaking"
2nyh86pbQck_000030,"bird chirping, tweeting"
tRC0HZyNCW4_000060,"female speech, woman speaking"
6wqcni74cM4_000013,"bird chirping, tweeting"
3ndMYIA6_1M_000030,female singing
BvdvbeIdUtk_000072,people booing
ayoJhgv48qw_000001,playing gong
pZ0aqNoCT14_000054,tapping guitar
22RgjsGZlvI_000115,playing harpsichord
l7mfZcyno4k_000028,playing table tennis
21T6jc0QZWQ_000076,playing harmonica
P-RNW9OIiig_000038,playing steelpan
6j4nPddyAtQ_000093,child singing
Qpa-JC1S4rU_000076,child singing
U0cVEYBnDdA_000030,driving buses
PoShfpfhAPw_000030,skateboarding
9D1ilg4Hv2c_000308,playing table tennis
y4BrDeXpRWU_000129,blowtorch igniting
Mr3usoMgUd0_000038,chicken crowing
ukafJLG1dOo_000180,francolin calling
PbxmnRMGPww_000256,francolin calling
bPS5lKWBJZk_000034,playing glockenspiel
m9fqctuD2iY_000055,airplane flyby
kb-kejQ03vQ_000193,playing table tennis
mC3xW_UDpIo_000053,playing harpsichord
Ru6c4oS7Svw_000010,fireworks banging
MO6vQZrz1_M_000325,people slurping
GbZSEc9nUAk_000037,singing bowl
xA7j25F4-Us_000180,tractor digging
2pXIwao8EJk_000063,fire truck siren
xDOByrfFGnE_000017,opening or closing drawers
NppnFM_a-dU_000007,singing bowl
bccHsz9z8jc_000050,baltimore oriole calling
HhFYnONzvGU_000096,turkey gobbling
itGMDjiSJDI_000146,playing tambourine
CKnzVP_MPrk_000030,"female speech, woman speaking"
PeZ29WWHT1Y_000111,"railroad car, train wagon"
YBvxTce5igY_000039,playing hammond organ
ut2MEPaIUj8_000004,electric grinder grinding
qgv0riPveBQ_000030,"bird chirping, tweeting"
ECzVXrXpxdU_000041,playing harpsichord
4qaPtkgKSNE_000101,playing hammond organ
M0J6XDt7O5A_000048,playing congas
qUSy_kb8BsU_000030,playing cymbal
CTxq1zDlg2s_000030,"pigeon, dove cooing"
aPOJ5yOElMs_000269,airplane flyby
k_xpRK11-MI_000483,vacuum cleaner cleaning floors
75p4E_unNLA_000180,"bird chirping, tweeting"
UXj29Y3fGqk_000128,playing cornet
DzwP7WzRbvI_000030,"male speech, man speaking"
y7dhzDA2IM4_000196,tractor digging
rE_YjKuz8ko_000199,wood thrush calling
SgANkxzNM8Y_000401,whale calling
-9jpjShrNGs_000020,people sneezing
AK-WDwQsXPY_000070,typing on typewriter
c1YfLSu5XmQ_000029,vacuum cleaner cleaning floors
duxkXbVy-pM_000000,fireworks banging
SFnVnnubE0M_000030,"playing violin, fiddle"
uA8Q7O20utA_000010,fireworks banging
JYwtglsXiY0_000030,people booing
4F23tWPBiiI_000080,lawn mowing
Ey_zkfEuNmM_000001,elk bugling
2Km-cUnz8j0_000030,horse clip-clop
6Za1DUoF-3Q_000020,playing saxophone
zsYZgzVVWSw_000006,"engine accelerating, revving, vroom"
fgXp1J_MSHQ_000170,chainsawing trees
bGOZB48f8Co_000083,child singing
yyIfWL2FGNA_000026,playing bass drum
-ghVFtymYk8_000001,owl hooting
JKLdD9NwoE4_000037,electric grinder grinding
9oEF2payC4U_000003,playing harpsichord
YC4zMKSuWSs_000062,elk bugling
4sfsHozMcEo_000165,playing trumpet
6fPZyZYwnTI_000038,bull bellowing
LZGE-904f9E_000000,wood thrush calling
m6V04ofqKVw_000000,skateboarding
b3O6Gjy7xgI_000030,"railroad car, train wagon"
rghkZKnVzaI_000113,vacuum cleaner cleaning floors
u28xqvE1G0E_000094,child singing
YN36FxBW_cI_000120,driving buses
tiziYZRSxZA_000028,playing bongo
n3k4EGSdVMo_000240,elk bugling
DMjznhTMwns_000001,"pigeon, dove cooing"
7uaPUUVQdHM_000032,playing hammond organ
QOQcHU42jsI_000210,using sewing machines
